case_id,fen,source,source_kind,category,game_index,ply,played_move,baseline_move,completed_depth,agent_nodes,agent_elapsed_s,sf_best_move,sf_best_score,sf_candidate_score,sf_best_expectation,sf_candidate_expectation,cp_delta_raw,cp_loss,expectation_delta_raw,expectation_loss,mate_blunder,sign_flip,winning_to_notwinning,pathology_priority
pgn_nn_vs_material_g7_p77,1r3k1r/p5b1/1p3nQ1/8/2p5/P1P4n/KP3P2/6q1 w - - 0 39,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,late_11_16+capture_available,7,77,g6g1,g6f5,5,20361,0.7902939509949647,g6f5,-951,-951,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
suite_0030,6k1/1p2qpp1/2pn3p/3p1b1P/p2P1Q1N/P1P5/1P3PP1/5BK1 b - - 0 1,training/data/test_fens_60.txt,fen_suite,middle_17_23+capture_available,,,,f5c2,5,15091,0.7282027629844379,f5b1,0,-8,0.5,0.4985,8.0,8.0,0.0015000000000000013,0.0015000000000000013,False,False,False,0.031000000000000014
pgn_nn_vs_stockfish_2000_g9_p45,r1k4r/2pn2bp/b1p3q1/N4pB1/PP2p3/2P2N1Q/5PPP/R3R1K1 w - - 0 23,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+capture_rich,9,45,a1d1,a1d1,5,28657,1.7126503149920609,g5f4,+157,+34,0.966,0.522,123.0,123.0,0.44399999999999995,0.44399999999999995,False,False,True,5.686
pgn_v1_1_vs_v1_g16_p23,8/2p5/3p3k/3P1K1P/B7/8/1b6/8 b - - 3 12,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+capture_available,16,23,h6h5,h6h5,5,3069,0.09961065300740302,b2e5,0,0,0.5,0.5,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0394,1qrr2k1/1b2bpp1/4p2p/p1p1P1n1/PpB1P3/1P1N1P2/4QBPP/2RR2K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,,h2h3,5,64959,3.719223284017062,h2h4,+210,+163,0.9955,0.9695,47.0,47.0,0.026000000000000023,0.026000000000000023,False,False,False,0.3540000000000002
pgn_v1_1_vs_v1_g12_p34,Q7/8/3p4/5kp1/8/1K5P/8/8 b - - 0 17,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+quiet,12,34,f5f4,f5f4,5,9597,0.27112554700579494,f5g6,-617,-643,0.0,0.0,26.0,26.0,0.0,0.0,False,False,False,0.052
validation_0204,4k1nr/4bpp1/4p3/pp1pP2p/2PP4/8/P3RPPP/1N4K1 b k -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,,d5c4,5,9287,0.4401500300155021,d5c4,+531,+531,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_stockfish_2000_g9_p64,R7/1kp5/6N1/5pp1/PP6/3p4/5PPP/6K1 b - - 0 32,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,late_11_16+capture_available,9,64,c7c5,b7a8,5,1288,0.053509094985201955,b7a8,-667,-667,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0263,r6r/1b1k4/p4B1p/5N2/2p5/2N5/PPP2bPP/2K2R2 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,,h8f8,5,9481,0.502687803003937,h8f8,-8,-8,0.4985,0.4985,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0349,r1b1k1nr/ppqp1ppp/2nbp3/2p5/4PP2/2NP1NP1/PPP4P/R1BQKB1R b KQkq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,,d6e7,5,18930,1.1662217789853457,d6e7,-66,-66,0.3865,0.3865,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_v1_1_vs_v1_g7_p115,8/8/1p1K4/3Q2RP/8/4k3/4n2r/8 w - - 2 58,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+quiet,7,115,d5e5,d5e5,5,8583,0.3407658679934684,d5e5,+885,+885,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_v1_1_vs_v1_g19_p33,1n6/1k6/8/8/1P1N4/1K6/8/8 w - - 5 17,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+quiet,19,33,d4b5,b3b2,5,4519,0.13151701801689342,d4e6,+6,+3,0.501,0.5005,3.0,3.0,0.000500000000000056,0.000500000000000056,False,False,False,0.01100000000000056
validation_0277,3r3r/1k3p2/1Bq1p3/p2pPp2/P2Q1P2/2P3P1/1P4K1/R4R2 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,,c6b6,5,21781,1.1553048659989145,c6b6,-27,-27,0.4925,0.4925,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_material_g20_p6,rnbqkbnr/ppp2ppp/8/3pp3/8/7N/PPPPPPPP/RNBQKB1R b KQkq - 1 3,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_available,20,6,b8c6,g8f6,5,37775,2.290395952994004,b8c6,+175,+178,0.9675,0.9705,-3.0,0.0,-0.0030000000000000027,0.0,False,False,False,0.0
pgn_nn_vs_material_g13_p30,r1bq3r/p1ppkpbp/np4pn/1N2P1N1/5B2/7P/PPP1QPP1/1K1R1B1R b - - 1 15,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_available,13,30,a6c5,a6c5,5,36517,2.254763521021232,c8b7,-419,-424,0.0,0.0,5.0,5.0,0.0,0.0,False,False,False,0.01
validation_0212,2r1r1k1/pQ3p1p/6p1/4qb2/7P/4B3/P1P2PP1/1R2K2R b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,,c8c2,5,49043,2.6313811209984124,c8b8,+508,+347,1.0,1.0,161.0,161.0,0.0,0.0,False,False,False,0.322
pgn_v1_1_vs_v1_g4_p32,r1b2kBQ/p4p2/3q1n2/3p4/8/1P3PN1/P2P2PP/2R4K b - - 0 16,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,middle_17_23+capture_available,4,32,f6g8,f6g8,5,15350,0.6541725120041519,f6g8,-28,-28,0.4925,0.4925,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0046,5n2/6k1/3Q1b2/q7/8/p4P2/6PP/7K b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,a5e1,5,1045,0.04737481300253421,a5e1,#+1,#+1,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_stockfish_2000_g7_p16,rnbk1b1r/pp1pqp1p/5np1/2pP2B1/8/2N5/PPP1QPPP/2KR1BNR b - - 7 8,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+capture_available,7,16,d7d6,d7d6,5,18909,1.1735414229915477,d7d6,-471,-471,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_stockfish_2000_g6_p46,1r4k1/p4p1p/2bb1p2/3p4/P7/1B2P3/1rP3PP/3RBK1R b - - 1 23,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,middle_17_23+capture_rich,6,46,d6c5,d6e5,5,41123,2.1470471669745166,d6e5,+53,+53,0.5305,0.5305,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0228,4Rrk1/p5p1/7p/q1p5/2Pp2P1/1P3r1P/P3Q1K1/4R3 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_rich,,,,a5c3,5,12479,0.6555315630102996,a5c3,+33,+33,0.511,0.511,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_material_g1_p5,rnbqkbr1/pppppppp/7n/8/3PP3/8/PPP2PPP/RNBQKBNR w KQq - 1 3,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_available,1,5,b1c3,f1e2,5,33329,2.0028843250183854,b1c3,+217,+212,0.9925,0.9905,5.0,5.0,0.0020000000000000018,0.0020000000000000018,False,False,False,0.03000000000000002
suite_0013,r1bqkbnr/ppp1pppp/2np4/8/8/1PN2N2/P1PPPPPP/R1BQKB1R b KQkq - 0 1,training/data/test_fens_60.txt,fen_suite,high_material_24_32+quiet,,,,d6d5,5,20414,1.2113656980218366,d6d5,-14,-14,0.486,0.486,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0003,8/6pk/1q5p/8/6P1/4K2P/3R4/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+in_check,,,,e3f3,5,8865,0.2949824040115345,e3f3,-440,-440,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0358,r3kb1r/6pp/p2p1p2/q1p1nP2/2p1PB2/2N5/PPPR2PP/2K1Q2R w kq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,,e1h4,5,28772,1.658848875988042,e1e2,+319,+256,1.0,1.0,63.0,63.0,0.0,0.0,False,False,False,0.126
validation_0068,8/8/6Q1/5p2/5P2/2Kr2P1/4k2P/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+in_check,,,,c3c4,5,2114,0.08134710500598885,c3c4,+550,+550,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_stockfish_2000_g3_p6,rnbqkbnr/ppp2ppp/3p4/4P3/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+capture_available,3,6,d8e7,d6e5,5,14445,0.9148343489796389,d6e5,-36,-36,0.459,0.459,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0190,8/3k1r2/p1pP4/2P5/1P6/4B1KR/8/1b6 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+quiet,,,,h3h6,5,7519,0.2990599589829799,h3h8,+88,+88,0.6665,0.663,0.0,0.0,0.0034999999999999476,0.0034999999999999476,False,False,False,0.034999999999999476
pgn_nn_vs_stockfish_2000_g4_p29,r1b2rk1/pp3ppp/2n1p3/3p2N1/2P2B2/1q2P3/PP1KB1PP/5R1n w - - 0 15,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+capture_rich,4,29,a2b3,a2b3,5,16059,0.8203235119872261,a2b3,-383,-383,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0240,2kr4/ppp2ppp/2n5/5N2/1P3N2/P5PP/3r1P2/R5K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,,d2d1,5,13085,0.6168353419925552,g7g6,+538,+496,1.0,1.0,42.0,42.0,0.0,0.0,False,False,False,0.084
validation_0229,2Rr2k1/p4ppp/5n2/4p1B1/1p1n4/6P1/PP3PBP/3R1K2 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,,d8c8,5,5060,0.22860915897763334,d8c8,+3,+3,0.5005,0.5005,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0339,rnbqk2r/ppp1bpp1/7p/4p3/4n2P/2NP4/PPP2PP1/R1BQKB1R w KQkq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,,d3e4,5,7597,0.48988445597933605,d3e4,-3,-3,0.4975,0.4975,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0379,rqb2rk1/pp2nppp/4p3/3pP3/1Pn3P1/R2B1N2/1BPQ1P1P/4K2R w K -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,,d3h7,5,28757,1.692121945990948,d3h7,-10,-10,0.495,0.495,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_stockfish_full_g2_p16,r1bqkb1r/2ppnpp1/p1n4p/3Np3/Pp2P3/1B3N2/1PPP1PPP/R1BQK2R b KQkq - 1 8,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,high_material_24_32+capture_available,2,16,e7d5,c8b7,5,23474,1.5311745770159177,e7d5,-83,-120,0.323,0.166,37.0,37.0,0.157,0.157,False,False,False,1.6440000000000001
validation_0369,r4rk1/p1p3pp/2p5/2bqP3/2bP1pQ1/2P2N2/PP4PP/R1B1K2R w KQ -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,,f3d2,5,20646,1.297246706992155,e1f2,+45,-110,0.5295,0.19,155.0,155.0,0.33949999999999997,0.33949999999999997,False,False,False,3.7049999999999996
validation_0205,1b6/4qpk1/6p1/1p1P4/p3p2r/1PP2Q1P/P1B3P1/5R1K w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_rich,,,,f3e3,5,27813,1.435522988991579,d5d6,-253,-272,0.0,0.0,19.0,19.0,0.0,0.0,False,False,False,0.038
validation_0063,8/8/2p2k2/p7/2B2P2/P7/8/6K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,g1f2,5,4413,0.15550416297628544,g1g2,+592,+592,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0091,8/1pk5/p7/8/r4P2/3R4/3K4/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,d2e3,5,10525,0.36800139900879003,d2e3,-25,-25,0.4945,0.4945,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0027,8/5p2/6p1/p6p/7P/3K2P1/1k3P2/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,f2f3,5,1991,0.06778208701871336,d3d4,-623,-672,0.0,0.0,49.0,49.0,0.0,0.0,False,False,False,0.098
validation_0398,rn1q1rk1/pbp1bpp1/1p2pn1p/3p4/3P3B/4PN2/PPPNBPPP/R2Q1RK1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,,a1c1,5,28523,1.6792035170074087,c2c4,+3,-6,0.503,0.4945,9.0,9.0,0.008500000000000008,0.008500000000000008,False,False,False,0.10300000000000008
pgn_nn_vs_material_g7_p79,1r3k1r/p5b1/1p3n2/8/2p5/P1P5/KP3P2/6n1 w - - 0 40,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,late_11_16+quiet,7,79,a2b1,a3a4,5,5792,0.2594578620046377,a3a4,-960,-960,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_stockfish_2000_g1_p57,7R/p3k1p1/p2bb3/q1p1pp1B/2Pp4/8/P2N1PPP/2B1R1K1 w - - 6 29,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,middle_17_23+capture_available,1,57,h8h7,g2g4,5,26516,1.495655851002084,h8h7,+213,+202,0.9995,0.9985,11.0,11.0,0.0010000000000000009,0.0010000000000000009,False,False,False,0.03200000000000001
validation_0324,2k4r/ppqr1ppp/2pbpnb1/6B1/3PN3/3B3P/PPP2PP1/R2QR1K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,,d6h2,5,12695,0.7750652050017379,f6e4,+65,+45,0.5905,0.542,20.0,20.0,0.04849999999999999,0.04849999999999999,False,False,False,0.5249999999999999
pgn_nn_vs_stockfish_full_g5_p6,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,high_material_24_32+capture_available,5,6,g8f6,g8f6,5,19718,1.187069537001662,g8f6,-8,-8,0.492,0.492,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0244,4r1k1/6p1/6Pp/2Rp1p1P/1n1PpP2/pP6/P4B2/1K6 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,,b4d3,5,3410,0.1419836439890787,b4d3,+249,+249,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0089,8/7B/3k4/8/6KP/6P1/8/4b3 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,h7b1,5,6128,0.1821469150017947,h7e4,+13,+14,0.5025,0.5025,-1.0,0.0,0.0,0.0,False,False,False,0.0
validation_0383,q4rk1/1ppn1pp1/r2pb2p/8/1bPBP1P1/1N3N1P/p1Q1BP2/R4RK1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,,c7c5,5,25365,1.655395359994145,c7c5,-185,-185,0.0135,0.0135,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_stockfish_2000_g1_p31,r1b2b1r/ppq2kp1/5p2/PBppp2p/8/B7/P1PN1PPP/1R1QR1K1 w - - 2 16,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+capture_available,1,31,c2c4,d2f3,5,74815,4.4346827040135395,d1f3,+389,+262,1.0,0.9995,127.0,127.0,0.0004999999999999449,0.0004999999999999449,False,False,False,0.25899999999999945
pgn_nn_vs_stockfish_2000_g5_p9,r1bqkb1r/pppp1ppp/2n1p3/3nP3/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 5,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+capture_available,5,9,c3d5,g1f3,5,27221,1.701677025994286,g1f3,+67,+67,0.617,0.617,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0013,2k5/4r3/2K5/8/8/7Q/8/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+in_check,,,,c8d8,5,2869,0.08758638199651614,c8d8,#-6,#-6,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_v1_1_vs_v1_g4_p39,r1b1k1n1/p4p2/3Q4/3p3N/8/1P3P2/P2q2PP/2R4K w - - 2 20,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,middle_17_23+capture_available,4,39,h5g7,h5g7,5,5409,0.2547272329975385,h5g7,#+1,#+1,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0150,8/2p3k1/6p1/p2K4/P3p1Bb/2P1P3/5P2/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,f2f4,5,4584,0.1735147239814978,f2f3,+4,+7,0.5005,0.501,-3.0,0.0,-0.000500000000000056,0.0,False,False,False,0.0
suite_0028,1r2rk2/6bR/3pp3/p2R1p2/1pB3P1/1P6/P7/1K6 w - - 0 1,training/data/test_fens_60.txt,fen_suite,late_11_16+capture_rich,,,,d5d6,5,11485,0.5661563489993569,d5d6,-18,-18,0.496,0.496,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0083,3k4/1P6/B7/1P2K3/8/8/P7/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,d8c7,5,830,0.02751401998102665,d8c7,-694,-694,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_material_g15_p7,rnbqkb1r/pppppppp/7n/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQq - 3 4,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_available,15,7,g1f3,g1f3,5,39123,2.3858442780037876,c1h6,+240,+201,0.9965,0.9865,39.0,39.0,0.010000000000000009,0.010000000000000009,False,False,False,0.1780000000000001
validation_0139,4r3/K5p1/3Bkp2/PR2p2p/1p5P/1b4P1/5P2/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_rich,,,,d6b4,5,6534,0.286490002006758,b5b4,0,0,0.5,0.5,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_v1_1_vs_v1_g21_p36,8/8/2K2k1R/P7/r7/8/6p1/8 b - - 1 18,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+in_check,21,36,f6g7,f6g7,5,2884,0.10096200701082125,f6g7,+521,+521,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
suite_0026,8/4pp2/p5pp/P1RPk3/6PP/5P2/r7/5K2 w - - 0 1,training/data/test_fens_60.txt,fen_suite,late_11_16+quiet,,,,c5c7,5,3868,0.15904413899988867,c5c7,-18,-18,0.4965,0.4965,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_stockfish_2000_g2_p34,rbbq1rk1/pp3pp1/4P2p/5n2/1P6/P1N2N2/B4KPP/R1BQR3 b - - 0 17,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+capture_rich,2,34,d8b6,d8b6,5,15506,1.052581633994123,d8f6,-388,-410,0.0,0.0,22.0,22.0,0.0,0.0,False,False,False,0.044
suite_0020,3r1rk1/pb5p/npq1pbp1/5p2/2PBp3/PP2P1N1/B2RQPPP/3R2K1 b - - 0 1,training/data/test_fens_60.txt,fen_suite,high_material_24_32+capture_available,,,,f6d4,5,27088,1.5955561230075546,e6e5,+74,-44,0.622,0.4605,118.0,118.0,0.16149999999999998,0.16149999999999998,False,False,False,1.8509999999999998
pgn_v1_1_vs_v1_g5_p11,r1b2rk1/1pp3p1/2n5/p1p1pp2/2P3pP/1PB1P3/P2P1PP1/RB2K2R w KQ - 0 6,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,high_material_24_32+capture_available,5,11,b1c2,f2f3,5,17555,0.9889692149881739,f2f3,+83,+83,0.636,0.636,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0318,r1b2r2/pp1n2p1/2n1pk2/1N1p2N1/1q1p1P1P/2PQ4/PP4P1/R3K2R b KQ -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,,d7c5,5,20420,1.1984358610061463,d7c5,+259,+259,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
suite_0003,r1bqr1k1/ppp3p1/2n4p/2p1pp2/2P5/1P1BP3/PB1P1PPP/R2QK2R w KQ - 0 1,training/data/test_fens_60.txt,fen_suite,high_material_24_32+capture_available,,,,d1h5,5,16099,0.9517745369812474,d3c2,+29,+15,0.5155,0.507,14.0,14.0,0.008499999999999952,0.008499999999999952,False,False,False,0.11299999999999952
suite_0016,r2q1r2/p1pnbk2/2p1b3/3pPp2/5Bp1/2NB2Q1/PPP2PP1/R3R1K1 w - - 0 1,training/data/test_fens_60.txt,fen_suite,high_material_24_32+capture_available,,,,d3f5,5,37445,2.2461687850009184,f4h6,+20,0,0.511,0.5,20.0,20.0,0.01100000000000001,0.01100000000000001,False,False,False,0.1500000000000001
pgn_v1_1_vs_v1_g9_p11,5b2/8/p1p1k3/1p4pp/1P2P3/2PNK2P/1P6/8 w - - 2 6,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+quiet,9,11,e3f3,e3d4,5,7796,0.315743865998229,e3f2,-23,-12,0.495,0.498,-11.0,0.0,-0.0030000000000000027,0.0,False,False,False,0.0
validation_0149,7k/2p4P/3p3q/P1pP4/2P4Q/P6K/8/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,h6e3,5,2592,0.11022067500744015,h6e3,-46,-46,0.4785,0.4785,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0259,rnb3k1/pp2brp1/1q6/3nN2Q/8/6N1/PPP3PP/R1B4K w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,,h5f7,5,16454,1.0118993659853004,h5f7,+356,+356,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0167,8/p7/1b4kp/1R6/P4KP1/1P6/1r4BP/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,g2e4,5,6613,0.2797518379811663,g2e4,+254,+254,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_material_g2_p15,r3kb1r/ppp1qppp/2n2n2/3p1b2/4p3/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 8,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+quiet,2,15,f3g5,f3h4,5,9896,0.6335633390117437,f3h4,-261,-261,0.0015,0.0015,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_v1_1_vs_v1_g2_p162,5K2/8/8/8/4k1b1/q7/8/8 w - - 24 82,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+in_check,2,162,f8e8,f8f7,5,13161,0.4119450309954118,f8f7,-694,-694,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_stockfish_2000_g2_p156,5r2/8/8/2k2P2/6K1/8/3R4/8 b - - 2 78,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,endgame_2_10+capture_available,2,156,f8g8,f8f6,5,6797,0.20787459699204192,f8f5,-484,-491,0.0,0.0,7.0,7.0,0.0,0.0,False,False,False,0.014
pgn_v1_1_vs_v1_g14_p12,1k4r1/8/p2Q1Bp1/2ppP1P1/8/2K1P3/Pr2bp2/8 b - - 4 6,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+in_check,14,12,b8a7,b8a7,5,4581,0.21654868801124394,b8a7,0,0,0.5,0.5,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0243,r1k5/pp3p1p/8/2b3B1/3P4/3P4/PP4rP/R2K3R b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_rich,,,,c5d4,5,5777,0.26883592701051384,c5d6,+67,+70,0.5635,0.574,-3.0,0.0,-0.010499999999999954,0.0,False,False,False,0.0
validation_0230,1k1r3r/ppp3p1/1q6/6p1/3pP2p/P2n1P1Q/1P1B2PP/R3R2K w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,,h3f5,5,28698,1.5247242040059064,h3f5,-403,-403,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0015,8/6k1/6p1/5pKp/4p2P/1R3rP1/8/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,,b3b7,5,1322,0.05281481900601648,b3b7,-25,-25,0.495,0.495,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0169,6R1/4k3/1r6/2r4p/3p2P1/3K4/P2B4/5R2 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,b6b5,5,20765,0.9372841230069753,b6b5,-430,-430,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0145,8/2r2p1p/4p3/3p2Pk/5R1P/6P1/4K3/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,e2f3,5,8895,0.34505111299222335,e2f2,-132,-118,0.067,0.1275,-14.0,0.0,-0.0605,0.0,False,False,False,0.0
